Year,Month,Day,Date,Site,start_time,end_time,Species,n,Family,Notes,lat,lon
2015,March,17,2015-03-17,Mishe Mokwa,11:45,13:45,Poanes melane,2,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,March,17,2015-03-17,Mishe Mokwa,11:45,13:45,Satyrium saepium,4,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,March,17,2015-03-17,Mishe Mokwa,11:45,13:45,Vanessa cardui,1,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,acmon/lupini,4,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Adelpha californica,7,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Anthocharis sara,5,Pieridae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Apodemia virgulti,1,Riodinidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Euphydryas chalcedona,3,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Nymphalis antiopa,2,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Ochlodes agricola,1,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Pieris rapae,1,Pieridae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Satyrium saepium,140,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,April,29,2015-04-29,Mishe Mokwa,10:55,13:10,Satyrium tetra,5,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,May,23,2015-05-23,Mishe Mokwa,13:05,14:55,Euphilotes,3,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,May,23,2015-05-23,Mishe Mokwa,13:05,14:55,Euphydryas chalcedona,3,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,May,23,2015-05-23,Mishe Mokwa,13:05,14:55,Ochlodes agricola,5,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,May,23,2015-05-23,Mishe Mokwa,13:05,14:55,Pieris rapae,1,Pieridae,NA,34.12068225859873,-118.92506202611465
2015,May,23,2015-05-23,Mishe Mokwa,13:05,14:55,Satyrium saepium,12,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,June,16,2015-06-16,Mishe Mokwa,7:45,9:50,Adelpha californica,1,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,June,16,2015-06-16,Mishe Mokwa,7:45,9:50,Callophrys augustinus,1,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,June,16,2015-06-16,Mishe Mokwa,7:45,9:50,Erynnis funeralis,1,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,June,16,2015-06-16,Mishe Mokwa,7:45,9:50,Heliopetes ericetorum,4,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,June,16,2015-06-16,Mishe Mokwa,7:45,9:50,Lycaena arota,1,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,June,16,2015-06-16,Mishe Mokwa,7:45,9:50,Papilio rutulus,1,Papilionoidea,NA,34.12068225859873,-118.92506202611465
2015,June,16,2015-06-16,Mishe Mokwa,7:45,9:50,Satyrium saepium,1,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,July,3,2015-07-03,Mishe Mokwa,10:25,12:05,Apodemia virgulti,1,Riodinidae,NA,34.12068225859873,-118.92506202611465
2015,July,3,2015-07-03,Mishe Mokwa,10:25,12:05,Coenonympha tullia,1,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,July,3,2015-07-03,Mishe Mokwa,10:25,12:05,Erynnis funeralis,1,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,July,3,2015-07-03,Mishe Mokwa,10:25,12:05,Nymphalis antiopa,1,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,July,3,2015-07-03,Mishe Mokwa,10:25,12:05,Ochlodes agricola,1,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,July,3,2015-07-03,Mishe Mokwa,10:25,12:05,Papilio rutulus,1,Papilionoidea,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,acmon/lupini,2,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Adelpha californica,4,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Anthocharis sara,7,Pieridae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Apodemia virgulti,5,Riodinidae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Euphydryas chalcedona,4,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Limenitis lorquini,1,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Ochlodes agricola,1,Hesperiidae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Papilio eurymedon,1,Papilionoidea,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Satyrium saepium,110,Lyceanidae,NA,34.12068225859873,-118.92506202611465
2015,April,8,2015-04-08,Mishe Mokwa,11:25,13:45,Vanessa cardui,6,Nymphalidae,NA,34.12068225859873,-118.92506202611465
2014,November,7,2014-11-07,Nich Flat,11:20,12:20,Adelpha californica,4,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2014,November,7,2014-11-07,Nich Flat,11:20,12:20,Apodemia virgulti,1,Riodinidae,NA,34.06667405658199,-118.90796630138568
2014,November,7,2014-11-07,Nich Flat,11:20,12:20,Colias eurytheme,1,Pieridae,NA,34.06667405658199,-118.90796630138568
2014,November,7,2014-11-07,Nich Flat,11:20,12:20,Plebejus acmon,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2014,November,7,2014-11-07,Nich Flat,11:20,12:20,Vanessa cardui,5,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,January,7,2015-01-07,Nich Flat,12:30,14:00,Nymphalis californica,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,January,7,2015-01-07,Nich Flat,12:30,14:00,Vanessa cardui,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Adelpha californica,8,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Anthocharis sara,2,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Colias eurytheme,1,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Papilio eurymedon,2,Papilionoidea,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Papilio rutulus,5,Papilionoidea,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Poanes melane,1,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Pyrgus albsecens,1,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Strymon melinus,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Vanessa atalanta,1,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,February,16,2015-02-16,Nich Flat,11:25,13:00,Vanessa cardui,5,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Adelpha californica,30,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Anthocharis sara,1,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Apodemia virgulti,1,Riodinidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Coenonympha tullia,12,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Danaus plexippus,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Erynnis funeralis,8,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Heliopetes ericetorum,4,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Papilio eurymedon,2,Papilionoidea,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Papilio rutulus,1,Papilionoidea,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Poanes melane,1,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Pyrgus albsecens,2,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Vanessa atalanta,15,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,March,13,2015-03-13,Nich Flat,10:55,12:30,Vanessa cardui,6,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,acmon/lupini,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Adelpha californica,15,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Anthocharis sara,10,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Apodemia virgulti,3,Riodinidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Brephidium exile,2,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Chlosyne gabbii,4,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Coenonympha tullia,25,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Erynnis funeralis,5,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Heliopetes ericetorum,2,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Leptotes marina,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Ochlodes agricola,5,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Papilio eurymedon,1,Papilionoidea,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Pieris rapae,4,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Poanes melane,2,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Satyrium saepium,3,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Strymon melinus,3,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Vanessa atalanta,30,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,4,2015-04-04,Nich Flat,8:50,10:40,Vanessa cardui,10,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Adelpha californica,4,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Anthocharis sara,6,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Coenonympha tullia,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Danaus plexippus,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Heliopetes ericetorum,1,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Heliopetes ericetorum,1,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Ochlodes agricola,10,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Papilio eurymedon,1,Papilionoidea,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Papilio zelicaon,1,Papilionoidea,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Pieris rapae,5,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Pyrgus albsecens,1,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Vanessa atalanta,4,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,April,26,2015-04-26,Nich Flat,14:30,15:35,Vanessa cardui,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,acmon/lupini,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Adelpha californica,1,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Anthocharis sara,2,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Apodemia virgulti,1,Riodinidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Coenonympha tullia,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Danaus plexippus,3,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Erynnis funeralis,1,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Heliopetes ericetorum,3,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Junonia coenia,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Nymphalis antiopa,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Ochlodes agricola,10,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Pieris rapae,10,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Pyrgus albsecens,2,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Satyrium saepium,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Strymon melinus,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Vanessa atalanta,3,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,May,19,2015-05-19,Nich Flat,8:55,10:30,Vanessa virginiensis,1,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,June,8,2015-06-08,Nich Flat,12:40,13:45,acmon/lupini,1,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,June,8,2015-06-08,Nich Flat,12:40,13:45,Adelpha californica,1,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,June,8,2015-06-08,Nich Flat,12:40,13:45,Coenonympha tullia,1,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,June,8,2015-06-08,Nich Flat,12:40,13:45,Erynnis funeralis,2,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,June,8,2015-06-08,Nich Flat,12:40,13:45,Heliopetes ericetorum,9,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,June,8,2015-06-08,Nich Flat,12:40,13:45,Pieris rapae,4,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,June,8,2015-06-08,Nich Flat,12:40,13:45,Vanessa virginiensis,1,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,acmon/lupini,3,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Adelpha californica,3,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Coenonympha tullia,8,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Erynnis funeralis,2,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Heliopetes ericetorum,6,Hesperiidae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Leptotes marina,3,Lyceanidae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Pieris rapae,3,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Pontia protodice,4,Pieridae,NA,34.06667405658199,-118.90796630138568
2015,June,29,2015-06-29,Nich Flat,12:00,13:20,Vanessa virginiensis,2,Nymphalidae,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,acmon/lupini,3,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Adelpha californica,4,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Coenonympha tullia,12,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Erynnis funeralis,2,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Heliopetes ericetorum,4,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Leptotes marina,2,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Ochlodes sylvanoides,3,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Pieris rapae,10,NA,NA,34.06667405658199,-118.90796630138568
2015,July,17,2015-07-17,Nich Flat,10:40,11:35,Pontia protodice,5,NA,NA,34.06667405658199,-118.90796630138568
2014,October,26,2014-10-26,Red Rock Cyn,9:25,11:25,"NA","NA","NA",NA,34.104715217314485,-118.64726113898705
2015,February,5,2015-02-05,Red Rock Cyn,10:15,11:45,Anthocharis sara,7,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,February,5,2015-02-05,Red Rock Cyn,10:15,11:45,Papilio eurymedon,2,Papilionoidea,NA,34.104715217314485,-118.64726113898705
2015,February,5,2015-02-05,Red Rock Cyn,10:15,11:45,Vanessa cardui,4,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,acmon/lupini,1,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Adelpha californica,3,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Anthocharis sara,5,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Apodemia virgulti,2,Riodinidae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Callophrys augustinus,1,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Coenonympha tullia,1,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Erynnis funeralis,1,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Papilio eurymedon,5,Papilionoidea,NA,34.104715217314485,-118.64726113898705
2015,March,3,2015-03-03,Red Rock Cyn,12:20,14:10,Vanessa cardui,3,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,acmon/lupini,1,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Adelpha californica,10,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Anthocharis sara,20,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Apodemia virgulti,2,Riodinidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Coenonympha tullia,8,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Erynnis funeralis,10,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Heliopetes ericetorum,2,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Limenitis lorquini,1,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Papilio eurymedon,3,Papilionoidea,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Papilio rutulus,2,Papilionoidea,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Pieris rapae,4,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Poanes melane,1,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Pontia protodice,1,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Pyrgus albsecens,3,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,March,20,2015-03-20,Red Rock Cyn,10:45,12:25,Vanessa cardui,3,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,acmon/lupini,2,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Adelpha californica,7,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Anthocharis sara,55,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Apodemia virgulti,3,Riodinidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Celastrina ladon,1,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Coenonympha tullia,21,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Erynnis funeralis,2,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Heliopetes ericetorum,6,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Leptotes marina,1,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Papilio eurymedon,2,Papilionoidea,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Papilio rutulus,1,Papilionoidea,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Pieris rapae,7,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Satyrium saepium,8,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Vanessa atalanta,1,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,April,10,2015-04-10,Red Rock Cyn,11:20,13:10,Vanessa cardui,4,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,acmon/lupini,2,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Adelpha californica,6,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Anthocharis sara,12,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Apodemia virgulti,1,Riodinidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Coenonympha tullia,6,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Colias eurytheme,3,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Erynnis funeralis,4,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Euphydryas chalcedona,7,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Junonia coenia,2,Nymphalidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Leptotes marina,3,Lyceanidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Ochlodes agricola,3,Hesperiidae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Papilio zelicaon,1,Papilionoidea,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Pieris rapae,10,Pieridae,NA,34.104715217314485,-118.64726113898705
2015,May,3,2015-05-03,Red Rock Cyn,10:10,12:20,Pontia protodice,12,Pieridae,NA,34.104715217314485,-118.64726113898705
